caseid,wsiter,amt1,cpt1,dept1,jelt1,subt1,a01,a08,am01,am02,am03,am04,am05,am06,am07,am08,am09,con12,con13,con14,con15,con17,con01,con03,con05,con09,cp10,cp11,cp12,cp13,cp15,cp02,cp07,cp08,dom01,dom02,dom03,dom04,dom05,dom06,dom07,dom08,dom09
129,613,24,19,17,20,17,1,2,3,2,2,3,2,3,2,3,3,2,2,3,4,3,2,2,2,3,2,3,3,2,3,2,3,2,2,3,3,3,2,3,2,2,2
130,613,24,19,13,22,17,0,1,3,2,3,3,2,3,3,3,3,2,2,3,2,1,3,3,2,2,4,2,4,1,3,2,2,4,2,3,4,3,2,3,2,3,2
131,613,26,15,14,17,15,0,1,3,3,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,4,4,2,2,2,2,2,2
132,613,25,21,25,20,16,0,1,2,4,3,4,2,3,2,3,3,3,2,2,4,2,3,1,2,1,4,2,4,4,3,2,3,2,2,3,4,2,2,3,2,2,2
133,613,29,17,10,17,19,1,1,4,4,2,3,2,3,3,4,3,2,1,2,3,3,2,3,2,3,1,2,3,2,3,1,3,3,1,4,4,2,1,2,2,1,1
134,613,21,9,13,17,16,0,1,3,1,2,2,1,2,2,2,3,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,4,4,3,1,2,2,2,1
135,613,28,18,13,20,15,1,1,3,3,2,3,1,3,3,3,2,2,2,4,2,2,2,2,2,2,2,2,3,2,2,3,3,2,1,4,4,3,2,2,3,2,2
136,613,21,14,15,27,18,0,2,3,2,2,3,2,1,2,1,2,3,1,1,2,1,2,2,2,2,3,2,4,1,2,1,2,2,3,4,4,4,1,2,2,3,1
137,613,24,11,12.2598652071239,15,17,0,1,3,1,1,3,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,4,4,2,1,1,1,1,1
138,613,25,15,15,17,17,0,1,3,2,3,3,2,3,3,3,2,2,3,2,2,2,2,2,2,2,1,2,3,2,3,2,2,1,1,4,4,3,2,2,3,2,2
139,613,23,14,14,23,20,0,2,3,2,3,3,2,3,1,3,2,2,2,2,3,3,2,3,3,3,1,2,4,2,2,2,3,1,2,2,3,3,2,2,2,3,2
140,613,24,13,11,14,16,0,2,3,3,2,1,1,3,1,4,3,2,1,2,2,3,2,3,2,2,2,1,3,2,1,1,3,1,2,3,3,1,1,2,2,2,1
141,613,25,17,23,25,18,0,2,3,3,3,3,2,3,2,3,2,2,1,4,2,3,1,4,3,3,2,3,4,1,3,3,2,2,4,2,3,3,2,3,3,3,2
142,613,26,14,13,19,14,0,1,3,3,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,2,2,1,3,3,2,2,2,2,2,1
143,613,25,15,21,20,22,0,2,3,2,2,3,2,3,3,3,3,3,2,3,3,3,3,3,2,2,1,2,3,2,2,2,2,2,4,2,3,2,2,2,2,2,2
144,613,28,14,10,18,18,0,2,2,3,4,4,1,3,3,4,1,2,1,2,3,2,1,1,1,1,2,1,4,1,3,2,3,1,1,3,4,2,1,2,2,1,1
145,613,29.1945314582113,17,12,21,17,0,1,4,3,2,3.19460358331692,1,3,3,3,2,2,2,2,2,1,3,3,2,1,2,2,4,2,3,3,3,1,1,4,4,2,1.2519496936726,2,2,1,1
146,613,24,15,13,26,18,0,1,2,2,4,4,2,4,2,4,3,2,3,2,3,1,1,2,2,2,1,1,3,2,1,3,2,3,2,3,3,4,2,3,2,2,1
147,613,25,17,18,20.0753411477532,14,1,1,2,3,2,3,2,3,2,3,2,3,4,1,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,3,3,2,1,2,2,2
148,613,26,13,15,16,15,1,1,3,2,3,3,1,4,3,3,3,1,3,4,3,3,3,2,1,3,1,2,4,1,2,2,3,1,2,4,4,2,1,2,1,1,1
149,613,26,17,9,16,20,0,1,3,3,2,3,2,3,2,3,2,2,1,3,2,1,1,2,1,1,2,2,3,2,2,3,2,2,1,4,4,3,2,2,3,1,2
150,613,28,17,16,25,20,1,2,3,4,3,3,2,3,3,4,2,2,2,2,3,3,2,2,2,3,2,2,3,2,3,2,2,2,1,3,3,2,2,2,2,3,2
151,613,25,16,15,26,23,0,2,2,3,3,3,2,3,3,2,1,4,2,3,2,2,3,2,2,2,1,2,4,2,2,4,3,1,3,4,3,2,2,3,1,2,2
152,613,26,17,16,18,14,0,2,3,3,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,3,2,3,3,2,2,2,3,4,2,2,2,2,2,2
153,613,28,13,11,19,15,0,2,3,3,2,4,1,3,2,3,2,2,1,2,2,2,2,2,2,2,2,2,4,1,2,2,2,1,2,3,3,2,2,2,3,2,1
154,613,27,15,16,28,25,0,1,3,3,3,4,2,3,3,3,2,2,3,2,2,2,3,2,2,2,1,2,4,2,3,2,2,2,2,3,4,3,2,2,3,3,2
155,613,22,18,16,23,22,0,2,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,2,2,2,3,2,3,2,3,2,2,3,3,3,3,3,3,2,2
156,613,25,11,16,25,14,0,1,3,3,3,3,2,3,2,3,2,1,1,1,2,2,3,2,3,1,1,2,4,1,3,1,1,1,1,4,4,3,1,2,2,2,1
157,613,25,16,21,17,20,0,1,3,3,3,3,2,3,3,3,3,2,4,2,2,2,3,3,2,2,1,3,4,2,3,2,2,2,1,4,4,2,2,3,2,3,2
158,613,23,15,18,17,17,0,1,2,2,3,3,2,3,3,3,3,2,3,2,3,3,3,2,2,2,1,2,4,1,2,3,3,2,1,4,4,3,2,2,2,2,2
159,613,21,16,12,16,14,0,1,2,1,2,3,2,3,2,2,3,2,2,2,3,1,3,1,2,1,1,2,3,2,2,3,3,1,2,4,3,2,2,2,2,2,3
160,613,23,18,16,23,18,0,1,3,2,3,3,2,3,2,3,3,2,3,2,2,3,2,3,2,3,2,3,3,2,2,2,4,1,3,2,3,2,2,2,2,2,2
161,613,33,9,13,22,17,1,1,4,4,2,3,1,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,4,4,2,1,2,2,1,1
162,613,20.2686318797587,15.7157539694152,18,20.7656012769986,15.1186779942657,0,2,1,2,2,3,2,2,2.12265043640562,2.14584661307514,3,2.16921313148575,1.79612078204112,3,2.59692491701819,2.52423123807802,1,1.95235778969181,2.18470837214744,2.21172746711346,1,2.33641389538055,2.78987997112571,1.66632824263732,3,1,2.50289175079924,2,2,2,3,2,3,3,1,2.11928693919673,1.95552959344101
163,613,22,17.3175010761748,17,19,18,0,2,2,3,3,3,2,3,2,2,3,2,2,3,2,3,2,2,3,2,1,2,2,2,2,2.31750105163945,3,2,1,3,2,2,2,2,3,2,2
164,613,26,18,16,14.6176333290224,16,1,1,3,2,2,4,2,3,1,3,1,3,1,3,1,3,1,3,1,2,4,1,3,2,3,2,3,1,4,3,1,1,1,1,1,1,2
165,613,28,13,8,18,15,0,1,4,3,2,3,2,3,3,3,2,1,1,2,1,1,2,1,1,1,2,1,3,1,2,2,1,2,1,4,4,3,1,1,2,2,1
166,614,22,21,24,18,17.4821969946392,1,3,3,3,4,2,2,3,2,3,3,2,3,3,3,1,4,1,3,3,2,2,2,2,3,4,3,2,1,4,4,3,2,3,2,2,2
167,614,27.9750313756497,13.332083574492,8,15.1407551049462,13.1086384635568,1,3,3.2961468127006,2.7990155746654,1.78883933679797,3.03830101032729,1.41863685469052,3.08218831467144,2.69946140061424,3.0398147914622,1.77238241090284,1.4064920300395,1.54798526474961,1.89307759587618,1.8232786185117,1.73400717650845,1.6069720098552,1.49201712272174,1.39747573353209,1.52464470678688,1.39348052607442,1.5665325867987,3.32370397691056,1.34748819196133,2.23409067884881,1.58628595793358,1.98100928832091,1.54690030649786,1.49693366756576,3.32501676718311,3,1.75129120837362,1.37825503470875,2.310849815131,1,1.25012757949861,1.24183687684218
168,614,25.497509558029,15.4486285649149,14.7603464461862,20.0168868581441,14.2157929861523,1,3,2.94222808346453,2.62074941274548,2.31550278643275,3.06574552014897,2,3.03363078625102,2.54290747029606,2.94381504809383,2.33604461362879,1.76603942466687,1.95065890349329,2.05474767144418,2.17152369046953,2.01835925812423,2.01457806614009,1.94936712412639,1.87330356906817,1.96037888247295,1.50324093456891,1.98675218356562,3.29512828956788,1.63323105852381,2.49563013310112,2.02877499099281,2.32918653146081,1.76694101870769,1.59811747779519,3.298119052004,3.53007228846927,2.47585702021098,1.63577818140904,2.52956543279973,2.24662411413853,1.94381154158409,1.50367973674228
169,614,24,20,13,22,8,1,3,3,3,2,3,3,3,2,3,3,3,2,3,2,2,2,2,2,2,3,1,2,2,2,3,3,3,2,3,3,2,2,3,2,2,2
170,614,27.8548055834073,13.4592696840256,9,18.1636919263254,8,1,3,3.26933840110582,2.85406152597439,1.86726543646771,3.08281507337602,1.57347153585641,3.1500769929719,2.79186778463269,3.08434979198596,1.93689720024525,2,1.688792765079,1.87485313954758,1.90272967035992,1.69783975998991,1.7750187063692,1.66884040475722,1.55557146757362,1.67226971409472,1.26218981984621,1.68360965628326,3.43281210753022,1.35862914504061,2.27762260188552,1.63994244965186,2.07909956556393,1.59098854386081,1.35143018249479,3.50386083608835,3.74181456228586,2.35587800816646,1.46069002702106,2.3740989333902,2.16365701784048,1.64100268062364,1.33927421782216
171,614,28,12,11.8885419781032,19,9,0,1,3,3,1,3,2,3,3,3,2,1,3,1,1,1,2,1,1,1,1,2,4,2,2,1,2,1,4,4,4,3,1,2,3,2,2
172,614,34,10,9,10,8,1,1,4,4,1,3,1,4,3,4,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,3,1,1,1,4,4,1,2,2,2,1,1
173,614,23,12,17,17,10,0,2,3,3,1,1,2,2,2,1,1,1,2,2,1,1,2,1,1,1,2,1,3,1,1,1,1,3,2,3,3,2,1,1,2,1,1
174,614,22,12,19,14,11,0,2,2,3,1,1,1,1,2,2,2,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2
175,614,27,13,12,16,8,1,2,3,3,2,3,2,3,3,3,2,2,1,3,2,2,2,2,1,2,1,2,3,1,2,2,2,1,1,4,3,2,1,2,2,2,1
176,614,25,14,15,11,8,0,1,1,4,1,3,1,3,1,3,3,1,1,1,2,1,1,1,1,1,1,1,3,1,4,1,3,1,2,3,4,2,2,3,3,1,1
177,614,29,11.0844635722213,15,13,8,0,3,2,3,1,3,1,3,3,3,1,1,1,4,2,1,1,1,1,1,3,1,3,1.08446349169321,1,1,1,1,2,2.96394455162639,3,1,1,1,1,1,1
178,614,35,11,10,17,8,1,1,4,4,1,4,2,4,4,4,1,1,4,2,1,1,3,1,1,1,1,1,4,1,2,3,1,1,1,4,4,3,1,2,2,1,1
179,614,25,17,17,24,8,0,1,3,3,2,3,2,3,3,2,3,4,1,2,3,1,2,3,3,3,1,2,4,3,3,3,3,1,1,4,4,4,3,3,4,3,2
180,614,33,12,19,16,8,1,1,4,4,1,4,2,3,3,4,1,1,2,2,1,1,3,2,2,2,1,1,3,1,2,2,1,2,1,4,4,2,1,2,2,2,1
181,614,23,15,16,30,9,1,1,1,3,2,3,3,4,2,3,3,1,1,3,2,3,2,3,1,1,2,3,3,1,1,1,3,2,2,4,4,3,1,2,2,4,1
182,614,23,11,25,18,16,0,2,2,2,1,2,3,1,4,2,1,4,1,3,2,1,1,1,1,3,1,1,2,1,1,2,1,1,3,4,2,2,1,1,1,1,1
183,614,25,11,10,17,13,0,1,3,2,1,3,1,3,2,2,3,1,1,2,2,1,1,1,1,2,1,2,4,1,1,2,2,1,1,4,4,4,1.48198872486698,3,3,3,1
184,614,28,10,9,13,12,0,1,3,3,1,3,2,3,3,3,2,1,1,2,1,1,1,1,1,1,1,1,4,1,1,2,2,1,1,3,4,3,1,2,2,1,1
185,614,26,12,18,18,13,1,1,3,3,2,3,2,3,3,2,2,2,1,2,2,1,2,2,2,2,1,2,4,1,1,2,2,2,1,4,4,2,2,2,2,2,2
186,614,27,14,13,17,10,0,1,3,3,3,4,2,4,3,3,3,1,2,1,2,1,3,1,1,1,1,2,4,1,2,3,3,1,1,3,4,1,2,3,2,1,1
187,614,20,17,23,19,17,0,2,2,2,3,1,2,2,2,2,1,2,2,3,2,2,3,2,2,1,2,1,2,1,3,3,2,2,2,3,3,2,3,3,2,3,3
188,614,20,20,16,21,17,0,1,3,3,4,4,4,2,1,3,3,2,2,3,3,1,2,3,3,2,2,3,2,3,3,2,1,3,4,4,4,4,2,3,3,4,3
189,614,32,10,8,16,11,0,1,4,2,1,3,1,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,1,4,4,2,1,1,2,1,1
190,614,22,12,10,17,13,0,2,3,2,3,3,2,3,2,2,3,1.5497126269298,1,2,2,1,1,1,1,3,1,2,3,1,1,1,3,1,2,4,4,2,1.89333542582057,2,1,1,2
191,614,26,16,17,22,16,1,2,3,3,3,3,2,3,3,3,2,4,2,3,3,3,3,3,1,1,1,2,3,2,2,2,3,2,1,3,4,2,1,2,3,2,2
192,614,21.9147508783103,14.9724623537779,12,19.9107886121015,14,1,3,1,2,2.29241038471994,3,2,3,2.25807252093495,2.54288808484586,2.59378511574036,1.70028043478769,1.6412410507745,1,2,1.76609186331919,1.85772960981111,1.97004194389318,1.87255107692223,1.87384957934711,1.54847788187957,1.93078079632591,3.13981665087027,1.60827580827747,1,2.02474447832592,3,2,1.70072731267934,2.96922139930232,3.3950658381871,2,2,2.62031640163735,2.18518522989264,2.00883527923737,1.62204455264322
193,614,27,19,12,19,10,1,2,3,3,2,3,2,3,3,3,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,1,3,3,2,3,3,3,2,2,3,2,2
194,614,27,18,13,16,10,1,2,4,4,1,3,1,3,2,1,3,3,1,1,2,2,2,1,2,2,1,2,3,2,2,3,3,3,1,4,3,2,2,3,3,2,2
195,614,23,17,17,17,13,0,2,2,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2
196,614,24,19,24,21,16,1,2,2,4,3,4,4,3,4,2,3,3,3,4,4,3,3,1,4,3,4,2,3,2,3,2,1,3,3,2,4,1,2,3,1,2.23504552982652,2
197,614,28,10,11,22,13,0,1,4,2,1,4,2,3,2,2,1,2,1,1,2,4,1,1,1,1,1,1,3,1,2,1,1,1,1,3,4,3,2,1,2,2,1
198,614,26,17,14,20,12,1,2,3,3,2,3,2,3,3,3,3,3,1,2,2,2,3,2,2,2,2,2,4,2,3,3,2,2,1,3,4,2,2,2,2,2,1
199,614,23.1300953096047,21,25,25,21,1,1,1,4,2,1,2.86952437985257,4,3,4,4,4,4,3,4,4,4,3,4,4,2,4,4,3,2,4,2,3,4,2,4,1,2,3,4,4,4
200,614,24,16,25,27.7282155053981,16,0,1,2,2,2,3,2,2,4,2,2,2,2,2,2,3,2,2,1,2,1,2,3,1,1,2,3,4,1,2,1,4,1,1,4,4,2
201,614,22,21,22,17,21,0,3,2,2,3,3,2,2,3,2,2,4,3,2,3,2,4,3,2,2,1,3,1,3,2,3,1,4,2,1,4,4,2,2,2,2,2
202,614,22,17,24,26,16,1,2,2,2,4,3,1,3,4,1,3,1,4,4,4,3,1,2,4,3,2,2,3,2,3,1,1,4,3,1,4,4,4,2,1,3,1
203,614,21,19,13,28,13,0,1,3,3,3,4,4,2,1,3,3,1,1,1,1,1,2,1,1,2,2,1,4,3,3,4,1,4,1,4,4,4,4,1,4,4,3
204,614,17,20,23,20,14,0,1,1,4,3,1,3,1,2,2,3,3,2,1,1,3,1,2,2,3,2,3,2,2,3,1,4,2,1,4,3,1,1,3,1,1,1
205,614,27,17,9,8,14.0195581672445,0,1,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,4,4,4,1,1,1,1,1
206,614,21,21,22,22,10,0,2,3,1,3,3,3,3,2,3,3,3,3,3,3,3,2,3,2,2,2,3,3,4,3,3,3,1,2,3,2,3,3,3,2,3,2
207,614,27,17,13,17,15,1,1,3,3,2,3,2,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,3,1,4,4,2,2,2,2,2,2
208,614,26,15,12,15,15,0,2,3,3,1,2,2,3,2,3,2,1,2,1,3,2,2,2,2,2,1,2,3,1,3,2,3,1,2,3,4,2,1,3,2,2,1
209,614,29,15,13,16,15,1,3,3,3,2,3,1,3,4,3,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,3,2,2,2,2,2,2
210,614,29,18,14,32,14,0,1,3,3,2,4,1,3,2,4,2,2,1,4,3,2,2,2,2,1,2,3,4,2,4,2,2,2,2,3,3,3,2,3,3,3,2
211,614,29,14,11,14,21,0,1,3,3,3,3,1,4,4,3,2,4,2,2,1,1,3,3,3,2,1,2,3,1,2,1,4,1,2,4,4,2,1,2,2,1,1
212,614,28,15,19,18,17,0,1,3,3,1,3,1,3,2,3,2,2,2,2,2,2,2,3,3,1,1,2,3,2,3,1,2,2,2,4,3,2,1,2.12307389605475,2,2,1
213,614,30,12,16,24,19,1,2,4,4,1,4,2,3,3,3,3,2,2,1,1,2,2,2,3,2,1,2,4,2,2,2,1,1,1,4,4,2,1,2,2,3,1
214,614,26,13,25,19,19,0,1,2,2,2,4,2,3,2,3,1,1,2,2,2,3,1,2,1,2,1,2,3,1,2,2,2,1,2,4,4,4,1,2,3,2,1
215,614,26,9,11,10,20,1,2,3,2,2,2,2,4,2,3,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,2,1,1,4,4,2,1,2,1,1,1
216,614,25,17,14,18,20,1,2,3,3,3,3,2,3,2,3,2,2,2,3,3,2,2,2,2,2,1,2,3,2,2,3,3,2,2,3,3,3,2,2,2,2,2
217,614,18,29,32,21,26,1,2,1,1,4,4,4,4,1,4,4,4,1,3,3,4,1,4,4,3,4,4,4,4,4,4,4,4,1,1,3,4,1,1,2,3,2
218,614,22,26,19,29,22,1,3,1,2,1,4,4,2,4,3,4,2,4,4,3,4,4,2,3,1,4,3,4,3,4,3,4,4,1,4,4,4,2,2,4,3,2
219,614,25,15,10,23,17,0,2,3,2,3,3,2,3,3,3,2,2,2,2,2,2,2,1,2,2,1,2,3,2,2,2,2,2,1,4,3,2,2,2,2,2,2
220,614,27,17,11,21,17,0,2,3,2,1,3,1,3,3,3,3,2,1,2,2,2,2,1,2,2,1,3,3,1,3,2,3,2,1,3,3,2,1,2,2,2,1
221,614,24,16,13,22,18,0,1,2,3,3,3,2,3,3,3,3,2,2,2,2,1,2,1,2,2,1,3,3,2,2,2,3,1,1,3,4,2,3,3,2,3,3
222,614,21,20,19,27,19,0,2,2,3,4,3,4,3,2,3,2,3,2,2,2,3,3,3,3,4,2,2,3,2,3,3,3,3,3,2,3,2,2,2,2,2,2
223,614,26,19,11,16,27,0,2,4,2,3,4,1,3,2,3,3,1,1,3,3,1,2,2,1,1,1,3,4,2,4,3,4,1,1,4,3,1,1,4,1,1,1
224,614,24,16,14,17,14,0,2,3,2,3,3,2,3,2,3,2,2,1,2,2,2,2,4,1,1,1,2,4,2,3,3,2,2,1,4,4,2,1,2,3,1,2
225,614,26,14,9,15,19,1,1,3,2,1,3,2,3,3,2,2,3,1,2,2,1,2,2,2,2,1,2,3,1,1,3,2,2,1,4,4,2,1,2,2,2,1
226,614,31,11,11,18,14,1,1,3,3,1,4,1,3,3,3,1,1,1,4,1,1,2,2,1,1,1,1,3,1,2,1,2,1,1,4,4,1,1,1,1,2,1
227,614,28,11,9,15,15,0,1,4,3,2,4,2,3,2,3,2,1,1,1,1,1,1,1,1,2,1,2,4,1,1,1,3,1,1,4,4,1,1,1,1,1,1
228,614,23,23,18,21,24,1,3,3,3,4,3,3,3,3,4,4,2.41204964385783,3,1,4,3,4,3,3,4,3,3,3,2,3,3,3,4,2,3,2,3,2,1,4,1,1
229,614,32,11,8,17.3674721251744,15,0,1,4,4,1,3,1,4,3,3,2,1,1,1,3,1,2,3,1,2,1,1,3,1,2,1,2,1,1,4,4,2,2,2,2,2,1
230,614,24,15,21,21,14,0,2,3,2,2,3,2,3,2,3,3,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,1,1,3,3,2,1,3,2,2,1
231,614,26,22,19,10,18,1,1,3,4,2,4,2,3,2,3,4,1,2,3,3,4,4,2,4,3,2,3,3,3,3,4,3,2,2,3,4,1,1,3,1,1,2
232,614,25,17,15,18,16,1,2,3,3,3,3,2,3,3,3,3,2,2.32635687590118,2,3,2,3,2,2,2,2,2,3,2,2,3,2,2,2,3,3,2,2,2,3,2,2
233,614,24,16,16,19,16,1,2,3,2,2,3,2,3,2,2,2,3,2,3,1,2,2,2,2,3,1,2,3,1,3,3,2,2,1,3,3,3,1,2,2,2,2
234,614,29,12,13,21,14,1,1,3,4,2,1,1,3,3,4,1,1,1,2,2,2,3,1,1,1,1,1,3,1,2,1,2,2,1,4,4,2,1,1,2,2,1
235,614,22,16,15,20,15,0,2,3,2,2,3,2,3,2,1,3,2,2,2,2,2,3,2,2,3,1,2,3,2,2,2,3,2,1,2,3,3,2,2,2,2,2
236,614,28,18,14,22,15,1,2,4,3,2,3,2,3,3,3,2,2,2,3,2,2,2,1,2,2,3,2,3,3,2,2,2,2,4,3,4,2,2,3,2,2,2
237,614,25,17,17,26,15,0,1,3,3,3,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,1,2,2,2,3,3,2,2,2,2,3,2
238,614,19,18,17,23,19,0,2,2,2,3,3,3,3,2,1,3,3,3,3,3,2,2,3,3,3,1,3,3,2,2,3,2,3,2,3,3,3,4,4,3,3,3
239,614,26,14,11,16,15,0,2,3,1,1,4,1,3,2,3,3,1,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,1,1,4,4,2,1,2,2,2,1
240,614,19,20,11,21,19,0,2,1,1,3,3,1,3,1,2,3,2,4,1,2,3,2,4,3,2,3,2,2,3,3,1,3,2,2,3,1,4,1,3,4,3,1
241,614,23,19,15,20,24,1,2,3,2,3,3,2,3,2,3,3,2,2,2,2,3,3,1,2,2,3,2,3,2,3,3,3,1,2,4,4,1,2,3,2,2,2
242,614,27,16,13,16,20,1,1,3,3,2,3,2,3,3,3,2,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,4,4,2,2,3,2,2,2
243,614,24,21,18,24.2063961855492,21,1,3,2,3,3,2,2,4,3,2,2,1,2,3,3,2,3,2,3,3,2,3,4,3,3,4,2,3,3,3,4,4,2,3,4,2,2
244,614,19,22,22,19,24,0, ,2,2,3,3,2,2,2,1,3,4,1,2,2,3,2,3,2,1,3,2,2,3,3,3,2,3,1,1,2,1,3,1,3,3,1
245,614,26,15,12,20,15,0,3,3,3,1,3,2,2,3,3,3,2,2.09594143095587,2,3,2,2,3,2,2,1,2,3,2,1,3,2,2,2,3,4,2,2,2,3,2,2
246,614,25,17,18,20,20,0,2,2,2,1,3,2,3,3,3,3,2,1,2,3,2,3,2,3,2,2,2,2,1,3,1,3,2,2,3,2,3,2,2,3,2,2
247,614,26,19,10,22,20,1,2,2,3,1,3,2,2,2,3,1,1,3,3,1,3,1,2,2,3,2,1,3,1,3,4,3,3,2,3,3,3,3,3,2,2,3
248,614,21,17,20,20,20,1,3,3,2,4,3,1,1,2,2,2,4,1,2,2,3,3,4,3,2,3,2,3,3,2,1,1,3,4,1,3,2,2,2,2,3,2
249,614,24,20,17.1593037756727,21,26,0,2,3,2,2,3,1,3,1,3,3,3,2.64312562327477,1,4,4,3,3,2,2,2,2,1,3,3,2,3,1,4,2,3,3,4,3,3,2,2
250,614,25,18,9,28,19,0,2,3,3,3,3,2,3,3,3,3,2,2,3,3,3,4,1,1,4,2,4,4,1,2,2,4,2,3,3,3,3,3,4,3,2,2
251,614,31,16,17,18,17,0,2,4,4,1,3,2,3,3,4,2,2,2,2,3,3,2,3,2,2,3,2,3,2,2,2,1,2,2,3,3,2,2,2,2,2,2
252,614,21,18,17,16,19,1,1,3,2,2,3,3,3,1,2,3,2,3,4,3,3,2,3,2,3,2,3,3,2,3,3,1,2,2,4,3,2,1,3,2,2,2
253,614,22,20,24,23,16,0,2,3,2,3,3,1,2,2,2,3,2,1,2,2,2,2,1,2,2,2,3,3,2,3,2,3,3,2,3,4,2,2,2,3,2,1.64747560252004
254,614,26,8,10,15,18,1,2,4,2,1,3,2,3,1,3,2,1,4,2,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,2,4,3,1,2,2,3,1
255,614,24,15,15,15,18,0,2,3,3,3,2,2,3,2,3,2,2,2,3,3,2,2,2,2,2,1,2,2,2,1,1,2,3,2,3,2,2,3,2,3,2,2
256,614,27,21,15,19,24,1,1,3,4,3,4,1,4,2,2,3,3,3,2,3,3,3,2,1,3,3,3,2,2,4,3,2,1,1,4,4,4,2,3,3,3,3
257,614,25,21,19,21,17,0,2,3,3,3,3,2,3,2,3,2,2,2,3,3,3,2,2,2,2,3,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,2
258,614,26,15,9,19,16,0,1,3,2,1,3,2,3,3,3,3,2,1,1,3,3,2,1,2,2,1,2,3,1,3,1,3,2,1,4,4,3,2,2,2,3,2
259,614,21.7282409923826,19.1836021735335,24,22.5799599451795,21,1,3,2.38383331274385,2,2.94073905382563,2.91175087857833,2.34043813831325,2.7690026311843,2.21187297939529,2.6088515310451,2.87594357778647,2.40136907991907,2.43984695017188,2.5398239635244,2.72154092394084,2.64252145386152,2.49456806321355,2.51271730637913,2.50113939040781,2.52628111790716,1.92835649932608,2.55803728176562,2.91185958227039,2.19796411537715,2.8058436346589,2.60576386272742,2.7672153340817,2.23228102332447,2.04834533333196,2.8343856198561,3.12616079097787,2.59598157798371,1.97286884107325,2.59654795122004,2.33206146316378,2.40773899915158,1.87637812705661
260,614,29,13,9,24,16,0,1,4,4,1,4,1,2,3,1,2,2,1,1,1,1,2,1,1,1,1,1,3,1,3,3,1,1,1,4,4,4,1,3,3,3,1
261,614,28,14,18,10,16,0,1,3,3,2,3,2,3,3,4,2,1,1,1,2,1,2,3,3,3,1,2,4,1,3,2,3,1,1,4,4,3,1,1,2,1,1
262,614,28,18,10,18,16,1,2,3,3,2,3,1,3,3,3,2,2,3,2,2,4,3,3,1,2,2,2,3,2,2,3,3,2,2,4,4,1,1,2,1,1,1
263,614,25,19.5695539678691,16,17,19,0,1,4,2,1,3,2,2,2,3,3,4,3,3,3,2,2,2,4,3,2,1,2,3,3,2.56955399751036,2,3,1,4,4,2,2,1,2,3,3
264,614,25,13,17,24,15,0,2,2,3,3,4,2,3,2,3,2,1,1,3,2,3,4,3,2,3,1,2,4,1,3,1,3,1,2,3,3,4,2,4,4,2,2
265,614,23,12,8,23,17,0,1,3,3,1,3,1,1,3,1,4,1,1,4,1,4,1,1,1,1,2,1,3,1,2,1,2,1,1,4,4,4,1,1,3,1,1
266,614,27,15,14,14,14,0,1,4,2,1,3,2,3,2,3,2,2,2,3,2,1,1,1,1,2,2,2,3,1,1,3,3,1,1,4,4,2,2,3,2,1,2
267,614,29,22,10,23.181404256348,21,1,2,4,4,1,4,2,3,2,3,3,2,2,2,3,2,3,2,2,4,3,4,3,2,4,2,3,2,3,1,3,4,2,4,3,2,1
268,614,26,17,15,19,18,0,2,3,3,1,3,2,3,3,3,4,3,2,2,3,3,3,3,1,2,1,3,4,2,3,3,3,1,1,3,4,4,2,3,4,2,1
269,614,27,13,13,14,22,1,1,3,3,2,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,3,2,2,2,2,1,1,4,4,2,1,2,1,1,2
